ID,WinRate_Sorted_Champions,PickRate_Sorted_Champions
Y2KrAdbwG1NIdjichbVkG8d3vHiTtNCRXJTAJ6hH9Z6Ekuk,"['Braum', 'Hwei', 'Poppy']","['Poppy', 'Bard', 'Rell', 'Hwei']"
Y2zRmYpvgEl75LJy86LFlKbtMoiW3-K-ZKjTj3thiFscRFfQW-JEiFyTNw,"['Syndra', 'Aurora']","['Syndra', 'Aurora']"
Y3nY0HVoyeAU2Fl9OIyBP_M7xRH81_VB8TrWk0RGWANFJZI,"['Pyke', 'Sylas', 'Thresh', 'Udyr', 'Vladimir', 'Yasuo', 'Yone']","['Pyke', 'Yone']"
Y5p2z-ZxfPvxuT5r3hEd8V1SK7xLVGDddV9-9YOuGI5_6BM,"['Lillia', 'Zyra']","['Skarner', 'Viego', 'Zyra', 'Sylas']"
Y5ulQKkW3H_kxolr6SK9Jl4GceVoZ-xJVJy7sMqofJFsqhA,['Kennen'],['Kennen']
Y6VL8LVvFtAOGQIfWGBKL9g7MfqdUFL3KIwsax9N1l6CgZzakAJ-H6mklA,"['Taliyah', 'Zac', 'Thresh', 'Yone', 'Nidalee']",['Zac']
Y6sag9U528ax78W3lyg4KgN59hkp6haYws3UrqkNDNaeoXg,['Darius'],['Darius']
Y78RvkzzNVbtBEUSh-5uZ9jd96DqgniRRuVBdIGwca-vnJQ,['Xerath'],"['Xerath', 'Blitzcrank']"
Y7NFiUFxBLNb8pLAkLod_cKPxShGpOGwiESg_M1Cv6_F2KOoiPtYRE_NNg,"['Ashe', 'Jinx']","['Jinx', 'Ashe']"
Y7aV4_g3sxTXykYUo6gSoQaJdp-8kf9lk0rX1tg8iPAC0BS8luv_9pe_8w,"['Lulu', 'Nami', 'Seraphine', 'Karma']","['Seraphine', 'Nami', 'Karma']"
Y7x5qGCm1LzdnAxqvm6ebyoaMoc2J1-fzcqV37Z45p0Lr6lefTqcfRX63Q,['Ahri'],['Ahri']
Y8E_MNxRzXOTGg1mxA_frMZ3Z5q5tii3W1W6qmKD0Nlfrs0,['Aatrox'],['Aatrox']
Y8LOuf29VOcH8iJj2Z7ZLlA9uqF6jAaMOY5qygDi1luYsJtY,"['Aphelios', 'Ezreal', 'Jhin']","['Jhin', 'Aphelios']"
Y9BCkparlnoA_Pp7z5d-M-cx2BJXeLrh2fSqNmNqxz8ji36pJVIVHDXOjA,['Karthus'],"['Jayce', 'Sylas']"
Y9QEkH6VDRGYIbKfa6VmJLvA-hE5UDpJ4swAbSvc4jnRKg,['Karthus'],"['Shaco', 'Karthus']"
Y9TqS0y0pU7oXStKFGUvDl0z_GhYPO2qAJdCpXMacZl_yt-G8tRl9kr_WA,"['Elise', 'Sion']","['Sion', 'Elise', 'Zac']"
Y9agVcPJxbSGApnW-5u-fjnYrzBJES-mt00TxT9JPiy4U3g,['Orianna'],"['Yone', 'Sylas']"
Y9qugwb0pFl5tgIh5vI0ZCYRsg-thlSgujL-7tOEDQd179Q,['Udyr'],['Udyr']
YABLMGSClrRRm1a-P75HggpY4smOmZjGKMHkJdnMkLp5Ykw,"['Jhin', 'Caitlyn', 'Varus']","['Jhin', 'Caitlyn', 'Varus']"
YAb7bjuSuUeXn-ehEjBlII9fxzY9AePGCa6GfS91JrZ_bmo4,"['Vex', 'Taliyah', 'Hwei']","['Hwei', 'Orianna', 'Vex']"
YB9kwQgIWSBPY71K7299X5rfthLyjCBqRoW9H_qpg-grzaUQ,"['Aurora', 'Jhin', 'Volibear', 'Viego']",['Yone']
YBPrVDrkMj5wTQNJf6OyoBGZhL-zzkSfjENFwx9iitvHVg,"['Elise', 'Karthus']","['Elise', 'Karthus', 'Zac']"
YG4fOM1I3E3mqe_ltlBYYE6Fq4BHOBzpN3s6mIQXetg-CLU,"['Alistar', 'Poppy', 'Rell', 'Pyke']","['Rell', 'Poppy', 'Alistar', 'Rakan', 'Nautilus']"
YHTAAevlXFLJqROJzjdOE-mS4fHfcACMk9XZ7Yl73g1P_VSCkYv-bj3Ijw,['Vladimir'],['Vladimir']
YIUOiznqsO-o6AeHyS1YP_sSBJSoVTSRMw2YRmsNNUwduc4,"['Alistar', 'Braum', 'Leona', 'Nautilus']","['Leona', 'Nautilus']"
YI_qLVBVTIrPmKN-Gqa42FvNIH1t9Iysb96jM0P3MXTSGw,"['Tristana', 'Jinx', 'Thresh']","['Jinx', 'Tristana', 'Jhin', 'Thresh']"
YIa6knoFQAyq9KKBfPUkpNMH8u_-KjZJ_wBL4TrPsE6BosQ,"['Camille', 'Hecarim', 'Skarner', 'Volibear']","['Hecarim', 'Skarner', 'Lillia']"
YJdv9IqBi9MGxCf0TV5_27GiSbJPG6uh3Pk1vPPWf8q1yuY,"['Leona', 'Lissandra', 'Nasus', 'Neeko', 'Rammus', 'Yone']","['Lissandra', 'Neeko', 'Rammus', 'Yone']"
YL-UIANJfglHI-AYdOCY2nUtc1bmtlPLVLrngN9aTm7uOFFbMgtYazfREw,['Lulu'],"['Lulu', 'Karma']"
YLU1Bqpu3m9VYawp8rTs_sxiZOYQYkTOOQfrlBnCihjsmFVaWiEdfGCUOg,['Sejuani'],['Sejuani']
YLU5gg9oInCBlp75kMupYa7x9ZVIe7PLvXGVve7H047ok6CJ3NK2F1qMqQ,"['Skarner', 'Karthus']",['Nidalee']
YLUDwxqUGBk6IiNUXlh_6wIvWHi6meE3RvbkXGyP5aHzqc-7,"['Jinx', 'Jhin']",['Jhin']
YNvAUQ2UWT-U38w0F0yzEXRrRgGvPWfG1LzPWKXp5P7bBNA,"['Jhin', 'Zeri', 'Ezreal', 'Lucian', 'Smolder', 'Jinx']","['Jhin', 'Varus', 'Lucian']"
YO8lLtjmr4dvlFWmz2ynccraiTssr8QXFNdJS47VkWutJpk,"['Hwei', 'Malzahar']",['Malzahar']
YOs-KgLRSKEu7in5kIZpaEqMH4AjT2NFYO59mf3orHJRMTei21DmY1VrjQ,"['Hwei', 'Elise', 'Nidalee']","['Viego', 'Elise', 'Graves']"
YQeavgAVa1Sc4RjaYKOojZg37DqndnWZP2S_krPZFGC-yA,"['Nidalee', 'Elise']","['Nidalee', 'Zyra']"
YS8G2w-uFYUtGDqiJTP2daAw8S7FpRySyxnrbfzNzhETyP8,"['Orianna', 'Sylas', 'Galio']","['Orianna', 'Galio', 'Taliyah', 'Sylas']"
YSQY8hzxIb_kBXO3KPCYWwM58jDwq7SUDXs4SAkfOPRGK7T-TWW-A7HrvQ,"['Kindred', 'Graves', 'Nidalee', 'Ezreal', 'Viego']","['Nidalee', 'Viego', 'Graves']"
YTofiAY1UefvGyUVW2W7KgiMGQH4yDqX_261booW0zxojf4,"['Cassiopeia', 'Braum']",['Cassiopeia']
YU2FvaBNuGaX4pi2tCtW61a-zuB7M49f42CUj2CcPONcS2w,"['Graves', 'Nidalee', 'Jax', 'Viego']","['Nidalee', 'Graves', 'Viego', 'Elise']"
YUTmT_I9XQnmePiGGSVnWMmSIi_sYADccCIA5DITb2RM4z_Rsr1BZ6iSSA,['Kindred'],"['Kindred', 'Lillia']"
YVVoVKwQrfyRXeEEYALzq9ZP6Lmbx5wz3FWtxRIYC3oh2w,['Lulu'],"['Thresh', 'Lulu', 'Nautilus']"
YVmrIgZrtoNVHxJNaWO4itcOGdGpnipl7mG6_2qtZ4ETUA0,"['Viego', 'Jhin', 'Jinx']","['Viego', 'Jinx']"
YW_elv09Cz0yNnqEndti5jJOPoZE8_rttW1-z0FCLSSAGZY,"['Alistar', 'Karma', 'Nautilus', 'Rakan', 'Rell', 'Smolder']","['Smolder', 'Rakan']"
YWtQNW-QIbs0bQzhL9IV8Kffy5O2HbMl0irl6tNDo0e-NLN9sNUgRQdfIA,['Azir'],['Azir']
YXk9zPVSSIFQbp5Aajs19XoYzG7TcCcx1mP1loAZMn9U9OA,"['Jhin', 'Ezreal']","['Ezreal', 'Jhin']"
YY0XDwoDIjaT1HKzM6aIsw1wx8kTqFcBpbq0jOTIRQEWJOg,"['Pyke', 'Karma']","['Nautilus', 'Poppy', 'Blitzcrank', 'Karma']"
Y_wikeWmVgC00g9O0KaKqLJYQqsCJgrJcJ7Ryjx1Z_6lfBI,"['Skarner', 'Sejuani', 'Elise']","['Graves', 'Elise', 'Viego']"
YagtT91rYsbs4p8KhzhnTi6dr8xg-aDgoOK_aoZGXQjXbAzOyoaIaRzgmQ,"['Rell', 'Bard']","['Rell', 'Bard']"
YbDKbgWk6b6AXwEFyyJpt53iLPpH6_ADZWWzww5fm89kbKA,"['Udyr', 'Jayce', 'Kennen', 'Sylas']","['Kennen', 'Udyr', 'Jayce']"
YbEwoyhcad_AhdsRD918v2gl7WXw4AZA5BT12x5eOMMJjJbkIFFtjQ-nIg,"['Lillia', 'Viego', 'Skarner', 'Shyvana']",['Nidalee']
YbXeIk__k85Ssae6O7kLnEMW8INN3x4xWvaiDJG9dIN3Dw8,['Rell'],['Rell']
YcaNmXeXiIqh5Hfr_l1i5froWZQgMBE8YbLsxa4z4gLsxxgSF0NgVCrtUQ,"['Akali', 'Qiyana']",['Qiyana']
YcaPTBBJFmBT6V6jWYBA-MQ8G9MPNooXl38F7CxbzYx8or-d1tv2oi35Dg,"['Rengar', 'Kled', 'Tryndamere']","['Tryndamere', 'Kled', 'Rengar']"
Yd7u7JWgF5GtjOvC6pi_Kka-KKtJGcdkEyyaNZ2x3rm-5Wc76DDMeZPSjQ,"['Rakan', 'Nautilus', 'Rell', 'Bard', 'Leona']","['Rell', 'Thresh', 'Nautilus', 'Poppy']"
YdQ9uDinUlU87oR9WvDIsGN8uIR_Wh49Uhyoz8tSygS-WQ,['Gangplank'],"['Nasus', 'Gangplank']"
YeaZsPYwvji-I4yRBsgQ8I0MXCB7j8U9fV4lM4v5OGKJOqKIwGoqvmvU2A,"['Aurora', 'Sylas', 'Tristana', 'Zeri']","['Zeri', 'Aurora', 'Sylas', 'Tristana']"
YfnMOIzkGYth4HQWNwydEp2MywFJ34fhAm_cAwl4PPXzNQ,"['Ezreal', 'Jhin']",['Ezreal']
YhBl1hpoX6lSbFcnd4AtjeCsbUmhM1GMZSH_AlO1TbZHjXfwcDUVcAcacg,"['Riven', 'Karthus', 'Graves', 'Nidalee', 'Viego', 'Taliyah']","['Viego', 'Riven', 'Karthus', 'Nidalee', 'Taliyah']"
YidoIHRz8LhtiisAisooC43w9eIIA5Ippu19zmws5w6z1uw,"['Jayce', 'Viego', 'Sylas']",['Yone']
YkXQhjP-ocsy0d8jVstX1VXrGmQsmeV3u9huBC8BJHnYm14,"['Ashe', 'Jinx', 'Kalista']",['Jhin']
YkbR1qrMI3L8vM_2gqHkRlsZAVuixCgyWg5okfnwv-ggAA,"['Kled', 'Olaf']","['Renekton', 'Olaf']"
Yki5UvdRvLC8UyZnWwyRbnVqzKWoBhhk3PVZYWcXD7c39XE,"['Fiora', 'Jax', 'Nasus', 'Tryndamere', 'Vladimir']","['Tryndamere', 'Vladimir', 'Jax', 'Nasus']"
Yn7WSiBIwVSjZzCv3NicC2B0CMt88b9jjBzRxoptNupeLw,"['Corki', 'Blitzcrank']","['Twitch', 'Corki']"
YnD-KnJp0GAIuPQYoquXTkTCwqhP2Eqc1TDEAQjA5oGFDs8,"['Ezreal', 'Jhin']","['Jhin', 'Lucian', 'Ezreal']"
Yot3nMLPjV9lpke4xxLEAX7J9o5QWfBpAKX0rluEx7Ljx14,"['Pyke', 'Rakan', 'Alistar', 'Braum', 'Leona', 'Nautilus']","['Rell', 'Nautilus', 'Leona']"
YotNwdc5ooTDKfo2RjZwOPc9Cn8UGP0F2rAxW1FotqNo-Wu4,"['Vi', 'Lillia']","['Viego', 'Elise', 'Lillia']"
YpEwrngN0iXs0k3xpxwZZu3mHJ6LhZcY9ySwoz2PgPhg2mo,"['Qiyana', 'Sylas']","['Qiyana', 'Sylas', 'Hwei']"
YqeArptgNBeF7mdUZ8w1ClV8gEz4qCGb4D45c7pnMpG_BjE,"['Trundle', 'Warwick']",['Warwick']
Ysn3X7Swd4ewlsYV-p9rOJLCn72-ngsR_n_c1L3qJvKwGTc,"['Yone', 'Aatrox']",['Aatrox']
Ysv_Moz4ALs93ulp_XZ9LeTdZRXlsEeLkYJupTzgjTW5bZ4,"['Nautilus', 'Thresh', 'Samira', 'Yasuo']","['Thresh', 'Karma']"
Ytw1j2AP04U0SJwL8rbmek3J-FBl1_o0PMJZa2nKyA2UlIo,"['Katarina', 'Qiyana']",['Katarina']
YuM9550N2hW6HV1fN90FVh3jB54QXM3PZpS4LAXfALrJN7KbMjw63fBKpw,"['Aatrox', 'Garen', 'Jax', 'Akali', 'Yone']","['Yone', 'Jax']"
Yue1c-3J7Z_keAsVhNHcH77xV0PXma5NR55dO0wm1ZLbHfuJZnAqsVjpgQ,['Darius'],['Darius']
YxNrU_2CpRwZEzCuRALTlq1-nowwFW3CotqvjJ2E8jhzTvYX,"['Nautilus', 'Skarner', 'Zac']","['Skarner', 'Thresh']"
YxXkZKk4pCNOcFXuMNuKhW9htLLfZQ1aKFSWEoKn6Uv38sDoOOaPzpNBwg,"['Aatrox', 'Ryze', 'Gnar']","['Ryze', 'Fiora', 'Aatrox', 'Gnar']"
Yy8NUm7VwpuQOczInz41dOFBtgT4GrPGb5Bcztiy0WaICkI,"['Fiora', 'Garen', 'Kayle']",['Kayle']
YzH-iKgJRB4xUV2_LYuaVq0amzS6h6YazcEYB8XeI7aozMdNviLpB0P7iA,"['Alistar', 'Rell', 'Leona', 'Poppy']","['Leona', 'Alistar', 'Rell', 'Nautilus', 'Poppy']"
YztIBHfqW5tnU5Uj_t707yy67Y93KWQ8YsPKZqRoVFZOq0tE,"['Corki', 'Ezreal']","['Jinx', 'Kalista', 'Aphelios']"
Z-QWs7qyHHt7ja1rEmVD0zW0wNZqbqrV9vSBxDsREF_HX6U,"['Ashe', 'Jayce', 'Aphelios']","['Jhin', 'Aphelios', 'Jayce']"
Z-oStPsIJr5DzFIO-zOFp99b2wJlK_X-GTXlzD1_wAPa_3L_2lvZ-GP2aQ,"['Jhin', 'Ashe']","['Jhin', 'Ashe']"
Z1VB2GKPSpNPTBhik2534y8_nb8o_PFYBjWoS4ISojJts12AKIj5BJQUVA,"['Leona', 'Rell']","['Leona', 'Rell', 'Rakan', 'Alistar']"
Z2eSiR43n021njBMgvu4QFKsGS9lrrhYhPS2qlNDM23UhLGSzrpn1D2Pbg,"['Zeri', 'Smolder', 'Jhin', 'Ezreal', 'Varus', 'Sivir']","['Jinx', 'Jhin']"
Z2ni39JXKnZSkR3kKewOxEN33Wotem93cHkJ0y5vTPAbA8k,['Hecarim'],"['Hecarim', 'Renekton']"
Z3Nbly_tKK-q3y2Ec016B86lT5g7tc-0R4xVnqwWTNDqiew,['Yasuo'],"['Zed', 'Yasuo']"
Z3irt9i5ZwbMLJ0lRu0tmfENmxQRHR-GbhTfUFWWUTuPHD5Ena7aMmmIcA,"['Rakan', 'Leona', 'Rell']","['Pyke', 'Rell']"
Z4KRwi1O67IkR5jyHkul-1di6okK0w0KBpJ2fOgOr0YtP2OJbFw2THouVA,['Talon'],['Talon']
Z5FkczTXlhEuwX9FFhG1YT-lvz5Wspb14OV6L_ULN2Pgyk3g,"['Singed', 'Taric', 'Zac']","['Taric', 'Singed']"
Z5eKIbFUJcli78qlOTnC8fKEQqiCETQsZqyDDWl5yJ1AckWn,"['Yone', 'Udyr']",['Rengar']
Z5mkEcL_Qj_7zJMXpFi4chBQ5Zngc91O3jQBfdmatCy_WQ,['Quinn'],['Quinn']
Z6Mk338zpzbWjw8-JV2_FQY46Epvci_cLMpzOsA5LBC3c3o,"['Yone', 'Orianna', 'Smolder']","['Aurora', 'Hwei']"
Z97Z9aGy9U_vznFyengzLBSvuxaXxj6KyHXZjCzB92wQyh5-yCQpyoSYFQ,"['Swain', 'Nidalee', 'Aphelios', 'Graves']","['Aphelios', 'Graves']"
Z9AUVKdKYCzRXIGr75uDfn0pSNSzDXoYtZBNHQtEka90PTG-fyNiQZztRQ,"['Seraphine', 'Yuumi', 'Sona', 'Lulu']","['Yuumi', 'Lulu', 'Seraphine', 'Janna']"
Z9kmH-gTqtGfoVr83UXHMOFH9kOHHmxIzPHriAlEMOzFSEQ,"['Tristana', 'Jhin', 'Jinx', 'Varus', 'Rell']","['Jinx', 'Tristana', 'Jhin', 'Rell']"
ZA3KdtpJcqueyrVKgdNgkPCp0VEwcvqddegm2_XAJ98NwYSR,"['Irelia', 'Yone', 'Yasuo', 'Zed']","['Irelia', 'Yone', 'Zed']"
ZAggOEM79tR8GCH-0N8A1Njd3KHrdY0E523NsEg0zeP3lmQ,"['Aatrox', 'Vex', 'Ashe', 'Yone', 'Rumble', 'Jhin']","['Yone', 'Rumble', 'Jhin']"
ZArCVKUXJvgbeNWhF9uJogrVbkbk1bAcmYqpBpV6A4xh8ho,"['Blitzcrank', 'Bard', 'Thresh', 'Rell']","['Thresh', 'Bard', 'Seraphine', 'Blitzcrank', 'Rell']"
ZCWT7zsVutoM_FmmCqWiwiuklSXZJhfQWBJG-guqsWFebRzT22g41hqw6w,"['Poppy', 'Pyke', 'Rell', 'Nilah', 'Senna', 'Ezreal', 'Rakan', 'Ashe']","['Jhin', 'Rell']"
ZCbra7kO9yKd4TWDRe7REmr8De0PAVO0vVGJf8YhBa4XpNq7pH-KqwlmJA,"['Lulu', 'Rell', 'Thresh']","['Thresh', 'Rell']"
ZCflfy-pfcCWIxmqTBsyfJrVxV4Un_j6Xz7WZChsReHF3qY,"['Caitlyn', 'Nautilus']","['Jhin', 'Caitlyn', 'Jinx']"
ZDPfW-g3ofVQiI9IEkx4w5fEXjloq_YNdiqrB2nNNm-VJO8,"['Anivia', 'Twitch', 'Nautilus', 'Zeri']","['Anivia', 'Twitch']"
ZDxNEp47IWxpsH2YaZ4Vr1hHALdN4oJSeYaf_S6MRudSQ29_dpXzgypDHg,"['Nasus', 'Graves', 'Hecarim', 'Gragas']","['Graves', 'Gragas', 'Viego', 'Karma', 'Hecarim']"
ZFDuKYFY1xJiOCU_9hz9aexRo2Vvn48J8wEOzVx5Io2slK0,"['Zeri', 'Sylas', 'Jhin', 'Lucian', 'Aphelios']","['Aphelios', 'Jhin', 'Zeri', 'Jinx']"
ZFemBk2XHBScjNx_nAn0LKd_y0qD6ZrXXTT3VhjqWeDznUcY,"['Poppy', 'Pyke', 'Senna', 'Leona']","['Senna', 'Nautilus', 'Smolder', 'Leona']"
ZFzolE5tGfdHOGJOneJT04mI50ySmFz5mYMtjmuEc7QyUjxoulCrcwXalw,"['Elise', 'Ezreal', 'Jinx', 'Jhin', 'Lucian']","['Jhin', 'Ezreal']"
ZGc3eVsLINHyqHgrgZXIM0Ie-_jK7fgpVoqx-3n1lx_wo34,"['Urgot', 'Yorick']","['Yorick', 'Urgot']"
ZJcE7CuKCv8XRpRyxsKytNWYMbiI_fElMkD8u08ee749ycwQX1wrLOOraQ,['Jayce'],['Garen']
ZJqVh8oqQi7NqraOKVvZqAK3gLQAcl18YWfb0z0Fdk3AuESbHj612QNlBw,['Evelynn'],['Evelynn']
ZMA36JGD4g2kaOSsGHpMlckr6BKdONPGwM8f1AYPH1nM4w,"['Karma', 'Nautilus', 'Shen', 'Alistar', 'Poppy', 'Rell']","['Alistar', 'Rell', 'Shen']"
ZMkVMHGeIisZXngB37CFWHpVeDDqxfvWXAGIk0ooQONh1HNR8PG_8cbr9w,"['Sylas', 'Yasuo']","['Jhin', 'Yasuo']"
ZMlmBDum-EgaKKMK0as-EsiF8uN0c60Qk5-awKgCgjntxcA,"['Elise', 'Viego', 'Lillia', 'Vi']","['Viego', 'Nidalee', 'Elise']"
ZMn4POUpTFrJUi7Sh360Z46p3LIy3MuIxjO1Ajq3QzEygJQ,"['Lillia', 'Viego', 'Vi']",['Nidalee']
ZN-LUNftpEx_27qFs2HwL8I-DdZwbuoLMsfDLCsdGhJrIMc,"['Lucian', 'Ashe', 'Jinx', 'Pyke']","['Ashe', 'Aphelios', 'Jhin', 'Pyke']"
ZNJtAdWzuKpY3ltW4afzVMf1loTaqlwDdKvLo0Z7P6J18DZ6MuWoMfmj0g,"['Galio', 'Zac', 'Viego', 'Graves']","['Viego', 'Graves', 'Elise']"
ZNOQCbxQGpFdFF7R81N-_ihINeDOf3OHlFv1E8GebchjNV0,['Talon'],['Talon']
ZPKlkBH6kAXJ7soYHMaEMr2z4SwK3e--Q8Hys_EWYOaq1JxyU73T-3V-XA,"['Rell', 'Pyke', 'Camille']","['Pyke', 'Senna', 'Camille', 'Rell', 'Braum', 'Lulu']"
ZPt3pnlJ4CsW9eH2vzDgYG-PId-4p59Em1mZP59gHF_8lBZXwmHAZAUeYw,"['Graves', 'Nidalee']","['Nidalee', 'Graves']"
ZQ9whoqVRqWBLb3YE61I4n648mowBxuLy5CMDMvqwDeRUFi-YetBd_ReDw,"['Gragas', 'Taliyah']","['Viego', 'Taliyah']"
ZQN9nF4TXy4jQKwZPMCORulOIahTk-rkBd7oMbWAcmTiZg,['Hwei'],"['Zed', 'Hwei']"
ZQZGTy2nvSBYEkXL8JBHyqoMv-bGfF2RRmF7TaxZq-SGqm_UoT5B2EnEZw,"['Lillia', 'Viego', 'Brand', 'Jhin', 'Vi']","['Jhin', 'Lillia', 'Nidalee']"
ZQt94YJevpGrM_v3lCwaxiPNtmPVqlGuV1fNOcCsLSqmPEVe,"['Jax', 'Jayce', 'Aatrox']",['Aatrox']
ZRZpzLpZ-K-hRCdXgIHkVp0BMwOEUTvOlK4FkOYu_shQY2I6n_miZv3DPg,['Lissandra'],"['Lissandra', 'Viktor']"
ZSEpGv32eIhbDKzgEO2nJWSokm_GTvXTJo-hoAlv2FBeFZM,"['Aurora', 'Aatrox', 'Yone', 'Vayne']","['Aatrox', 'Jayce', 'Aurora']"
ZTNK4OhgJhp5TIsllEOjVRe1QmeZYpMTCBTb3S4J0Tp36m9XZu0nPs95Cg,"['Morgana', 'Nidalee', 'Thresh']","['Morgana', 'Thresh', 'Blitzcrank', 'Yasuo']"
ZTb80_Upp62XwdlvyezCS7xQIfGRI6EQd4G_4pIlvJNmOO4,"['Azir', 'Hwei', 'Yone', 'Orianna']","['Yone', 'Orianna']"
ZTejfIe83Yot_T0l7emwvTloeP-g-FPRUpaypV_opa3vYLE,"['Poppy', 'Karthus', 'Volibear']","['Karthus', 'Volibear']"
ZUKxkkhGXwqbGHEsANBwUO6whMuVuv61ygxK3bGaUIC2NOs,"['Riven', 'Sett', 'Sion', 'Ashe', 'Volibear']","['Sion', 'Sett', 'Volibear', 'Riven']"
ZUO28UFNbWQjqJVoiEDGgI_Mfx9BoeWGijGidIdI91wVFKo,"['Bard', 'Thresh', 'Blitzcrank', 'Nautilus', 'Senna', 'Poppy']","['Poppy', 'Rell', 'Blitzcrank']"
ZVmob2o_w3KkRG3-XhHmvPX8qzS31OR18HY4lY3QEaSli9E,"['Ornn', 'Thresh', 'Zac']",['Zac']
ZWMwmaDcPjP0LYmK3PbwRUEQ16C-Bt7jvlnenGCtbG1Oc_o,"['Hwei', 'Sylas', 'Zed']",['Hwei']
ZXYsa5ijrzkqkYNOa6ETHOYHxA8yLDKiBHrSyZ6GSFUnqk8,"['Jinx', 'Seraphine', 'Blitzcrank', 'Thresh', 'Braum', 'Rakan', 'Jhin']",['Jhin']
ZXmG-rO96akz5bpKkT-H6ZMMm1PZZ7FtGvAjzIV9oVpzNzk,['Gangplank'],['Gangplank']
ZYT5LnvjqKpTpaR2uanodAeswmdIWfxNvoC8zI6VLsSAnwS2PMdEfnzQzg,['Zed'],['Zed']
Z_tFIgD7DL2UoCxgdOsUVzkdbIdssBN_hgfAc9STOLalilIQ,"['Viego', 'Nidalee', 'Graves']","['Graves', 'Nidalee']"
ZbkffP9qTTd5_R9VRBJeQKdbozn-HOED_MsvgpHw-YDW39w,['Viego'],['Viego']
ZbygRAin8Gs2BrHYqKSzrKdmqfoB71ugxaucZ1V5oBGVFQ,"['Karthus', 'Viego', 'Skarner']","['Skarner', 'Viego', 'Graves']"
ZctZ0fRDv3HlyggnGUL_U1kg7-8rPZq0cQKwMznlknJ9EEc,"['Alistar', 'Nautilus', 'Leona']",['Leona']
ZdDFpmcsSgWTgh6IbcmRDqCnaLDw9wqsIOa65QfrMr-kv2we9hV0hp-hhA,"['Warwick', 'Poppy']","['Warwick', 'Poppy']"
Zd_8reahA0xC4r0I_OJslASGZc1FuettjOmiTLfmNWdaSMpqxZz9XMYoow,"['Jhin', 'Kalista', 'Aphelios', 'Ashe']","['Jhin', 'Kalista', 'Ashe']"
ZeKTzK0O58QsNd1nf2T9aLICE_qw0tD935QF_nHDzr3BvtM,"['Yone', 'Nidalee', 'Qiyana', 'Yasuo']",['Riven']
ZeQs0F8QG3pDFZBI5BqbIB47GvYA-G8tVLbC149un9RZg0s,"['Senna', 'Jhin', 'Kalista', 'Lucian', 'Ezreal']","['Ezreal', 'Xayah', 'Zeri']"
Zf-jqONTncdeRfE6Vc92G64h-TNANhtbZ8LOTF70dvpowpY,"['Nautilus', 'Poppy', 'Pyke', 'Alistar', 'Leona']","['Blitzcrank', 'Leona', 'Pyke', 'Poppy']"
ZfymHXOXKqFJ2dlf9fuHToUna-7HZfWmS2aafyQ9THqdYLM,"['Aatrox', 'Quinn', 'Smolder', 'Udyr', 'Xerath']","['Udyr', 'Aatrox']"
Zg4qP800KD2ms7-SMVvHqulD8EqAcBc9GR6S7_a2HpSDNk4,"['Camille', 'Aatrox']","['Camille', 'Aatrox', 'Jax']"
ZgaO2GJgZJqjbsi7KRESxYrLMGmrYUM2nsRDKSEgO0clwnGtLtenI1710w,"['Skarner', 'Rell']",['Rell']
ZhJzWpaV8_iEPZF4GZ7OwxadJRHF5IG-gbaILeD7JtiYcT_pFPXQI1YLag,"['Kalista', 'Ezreal']","['Kalista', 'Graves', 'Varus']"
ZhTaafUUuAN1Jve50E6U1-uwyPfwSZ9dF1aAMjHPFMvhiLc,"['Ashe', 'Jinx', 'Senna', 'Hwei']","['Jhin', 'Hwei', 'Jinx']"
Zhkg27fnhl1iWHeScayHiMQXqttb1jKoO-R0R5Bv4frMGw,"['Senna', 'Poppy', 'Leona']",['Poppy']
ZhnpxjdiwjdmFu0K90uw123NITsyd7V48ouYmBCMlxRuAUl3ghO4NsAmNA,"['Leona', 'Thresh', 'Jhin']","['Jhin', 'Leona', 'Nautilus', 'Thresh']"
ZlEb97wxh-hqPoxZ1nn0R4Rd4usRbLmxHZXEYxEMYh6caQ,"['Riven', 'Shen', 'Seraphine']","['Jinx', 'Shen']"
ZlMMcEhG39qXWx2j8AHzy_XI9sChNYDt_5rAjYUNtN_WD_y6Km6SHReqcg,"['Aphelios', 'Zeri', 'Xayah', 'Jhin', 'Jinx']","['Ezreal', 'Zeri', 'Varus', 'Jhin', 'Aphelios']"
Znpof-tY-k-O5speVv26d6aS6bser4LD2QT8mXJyxxbO0GLO39i1blPhbg,['Udyr'],['Udyr']
Zo_2Wa22NgqSuTsBemwDk9X6JoVPmNNNA4JbWpTQd93VU8s,"['Shaco', 'Udyr']","['Shaco', 'Udyr']"
ZpHLtQxGH6IPbkZi8Th5iFKkZeAVUYOFPLDwSIfHbSgSK0VkOUjm1PdSUA,"['Camille', 'Ornn', 'Renekton', 'Tryndamere']","['Renekton', 'Camille', 'Tryndamere', 'Ornn']"
ZpwQhu-6GpjIdkxvQg2_qXtahWkr3SQDpAFPq22JhzKgqg,"['Malphite', 'Zac']",['Zac']
Zq0fx5qKaEoZaVtxJ4Chl22y7x_TrR-Y-nazAJ-bFex18Vv1CQK1nE_28g,['Taric'],"['Bard', 'Leona', 'Taric', 'Rell', 'Nautilus']"
ZrqHOuuI4Im5syCGD32JvV8KUvl_iuDAvM7jK7KayzSRN3z_zuo6vODAEw,"['Graves', 'Viego']","['Viego', 'Skarner', 'Graves']"
